average_flow_time,average_tardiness,episode_length,episode_return,episodes,jobs_completed,makespan,penalty_count,steps,steps_per_second,total_major_setups,total_minor_setups,total_tardiness
0,0,5,-1.0,986,0,0,0,19889,17.865526717973445,0,0,0
0,0,5,-1.0,987,0,0,0,19894,12.934579946501472,0,0,0
0,0,8,-1.0,988,0,174.9999953713268,0,19902,14.860849954914018,1,0,0
0,0,4,-1.0,989,0,0,0,19906,14.728044286273608,0,0,0
0,0,43,1999.0,990,2,720.0000164273661,0,19949,15.789978097766939,9,1,0
0,0,23,-1.0,991,0,463.9999996405095,0,19972,15.692450139715831,5,0,0
0,0,23,-1.0,992,0,244.00000610854477,0,19995,16.824327041686644,5,0,0
0,0,13,999.0,993,1,194.99999433988705,0,20008,13.9289120592001,3,0,0
0,0,4,-1.0,994,0,0,0,20012,14.965546770188109,0,0,0
0,0,2,-1.0,995,0,0,0,20014,14.765426622662266,0,0,0
0,0,14,999.0,996,1,145.99999466910958,0,20028,14.822175311341313,3,0,0
0,0,19,-1.0,997,0,204.9999952595681,0,20047,15.85818572787132,4,0,0
0,0,13,-1.0,998,0,186.00000286474824,0,20060,14.708630423147973,2,0,0
0,0,10,-1.0,999,0,145.99999466910958,0,20070,16.139474354564015,1,0,0
0,0,17,-1.0,1000,0,307.99999655224383,0,20087,16.958157545937798,3,0,0
